shell,0.001323,0.008569,0.019214,0.054104,0.10769,0.230558,1.307608,2.78013,16.338523,223.721727
merge,0.002802,0.01704,0.037079,0.102509,0.213526,0.447937,2.557987,5.394754,29.821336,62.633794
bubble,0.118909,3.060032,12.71747,82.036098,305.241473,700.610924,1249.436861
selection,0.037804,0.724509,2.892139,18.056345,72.470483,162.428727,290.99657
insertion,0.050995,1.341827,5.323797,33.434746,135.839974,310.669204,549.996449
